ID,Name,Host Id,Host Id Verified,Host Name,Neighbourhood Group,Neighbourhood,Latitude,Longitude,Country,Instant Bookable,Cancellation Policy,Room Type,Number of Reviews,Reviews(per month),Average Ratings,Price in Dollars,Service Fee in Dollars,Minimum Nights,Availability 365,Construction Year,Property Age,Estimated Annual Revenue in Dollars,Occupancy Rate
1898271,1 Br Modern Luxury Apart W W/D Steps From Park,73231346863,TRUE,Izi,Manhattan,Upper West Side,40.78747,-73.97238,United States,FALSE,Moderate,Entire home/apt,8,0.1,1,96,19,30,302,2016,Mid Age,115.2,82.74%
1898824,Cozy Private Room In Lic,84895932650,TRUE,Sol,Queens,Long Island City,40.74975,-73.93688,United States,TRUE,Flexible,Private room,39,0.48,2,244,49,7,115,2021,New Property,1405.44,31.51%
1899376,Beautiful Private Apt-15M Manhattan (3Rd Room),94938332810,FALSE,Eldad & Paulina,Brooklyn,Bushwick,40.70226,-73.92797,United States,FALSE,Flexible,Private room,27,0.35,2,254,51,2,75,2021,New Property,1066.8,20.55%
1899928,Best Kips Bay Location. Huge 1Bd,3112962621,FALSE,Mike,Manhattan,Kips Bay,40.74231,-73.97839,United States,FALSE,Strict,Entire home/apt,3,0.05,2,672,134,30,343,2004,Old Property,403.2,93.97%
1900480,Beautiful Duplex Loft With Skylight,60228745770,FALSE,Nancy,Manhattan,Tribeca,40.71778,-74.00452,United States,TRUE,Moderate,Entire home/apt,10,10,2,925,185,14,1,2011,Mid Age,111000,0.27%
1901033,Entire 1Br Bohemian Apartment In Center Of Nyc,31604791638,TRUE,Nicolas,Manhattan,East Village,40.72960,-73.98479,United States,TRUE,Moderate,Entire home/apt,1,0.09,3,752,150,2,238,2013,Mid Age,812.16,65.21%
1901585,Simple And Cozy Place On The Beach,7851538213,TRUE,Ella,Brooklyn,Brighton Beach,40.57728,-73.95362,United States,TRUE,Moderate,Entire home/apt,21,0.26,3,660,132,30,309,2004,Old Property,2059.2,84.66%
1902137,Lovely 2Br West Village Apt!,43709676140,FALSE,Neil & Katie,Manhattan,West Village,40.73454,-74.00365,United States,FALSE,Moderate,Entire home/apt,237,2.96,3,337,67,1,246,2010,Old Property,11970.24,67.40%
1902690,Luxury Tribeca 1Bdr In Doorman Bldg,82777924424,TRUE,Oly,Manhattan,Tribeca,40.71729,-74.00424,United States,FALSE,Moderate,Entire home/apt,20,0.25,2,599,120,2,353,2020,New Property,1797,96.71%
1903242,Inwood-At The Foot Of The Cloisters,55232762830,FALSE,Viva,Manhattan,Inwood,40.85963,-73.93107,United States,FALSE,Moderate,Private room,2,0.06,3,516,103,7,2,2007,Old Property,371.52,0.55%
1903794,Nolita&Soho Best Location&Great Apt,5372507108,TRUE,Rachel,Manhattan,Nolita,40.72290,-73.99574,United States,TRUE,Strict,Entire home/apt,66,0.83,3,"1,015",203,7,19,2022,New Property,10109.4,5.21%
1904347,Upper West Side Stunner,48861309425,FALSE,Stacey,Manhattan,Morningside Heights,40.80529,-73.96467,United States,TRUE,Moderate,Entire home/apt,7,0.09,1,183,37,2,83,2021,New Property,197.64,22.74%
1904899,Spacious Heart Of Ft. Greene Studio,93713291084,TRUE,Elizabeth,Brooklyn,Fort Greene,40.68736,-73.97496,United States,TRUE,Strict,Entire home/apt,273,3.35,3,"1,109",222,1,308,2010,Old Property,44581.8,84.38%
1905451,Tiffany Room In Duplex Home,65877550209,FALSE,Natalie,Brooklyn,Canarsie,40.62580,-73.90004,United States,TRUE,Flexible,Private room,60,0.95,5,621,124,5,365,2008,Old Property,7079.4,100.00%
1906003,Beautiful 1 Bedroom In Nolita (2 Blocks From Soho),19037354692,TRUE,Kjersti,Manhattan,Nolita,40.72064,-73.99605,United States,FALSE,Flexible,Entire home/apt,19,0.25,3,"1,063",213,28,79,2009,Old Property,3189,21.64%
1906556,"Entire Gorgeous,Cozy,Light Two Bed ",6003642589,TRUE,Charlotte,Manhattan,Harlem,40.80145,-73.95572,United States,FALSE,Flexible,Entire home/apt,2,0.03,3,400,80,1,91,2021,New Property,144,24.93%
1907108,Luxury Locale Sunny 1Br Suite,60650599323,FALSE,Page,Manhattan,Midtown,40.76412,-73.97666,United States,FALSE,Flexible,Entire home/apt,83,1.04,1,506,101,7,0,2007,Old Property,6314.88,0.00%
1907660,Little Italy Gem Center Of It All!,61790685013,FALSE,Robert,Manhattan,Little Italy,40.71955,-73.99706,United States,TRUE,Strict,Entire home/apt,219,2.68,1,466,93,3,219,2003,Old Property,14986.56,60.00%
1908213,Enjoy All The Comforts Of Home!,83777712998,TRUE,Sophia,Manhattan,Harlem,40.81161,-73.94046,United States,FALSE,Moderate,Private room,0,0,3,109,22,3,21,2016,Mid Age,0,5.75%
1908765,Park Slope-Private Room/Bath/Entry,12866703003,FALSE,Kedin,Brooklyn,Park Slope,40.67470,-73.98245,United States,TRUE,Strict,Private room,270,3.34,2,"1,042",208,3,134,2009,Old Property,41763.36,36.71%
1909317,Private Rooms In Heart Of Chelsea,86350236836,TRUE,Erik,Manhattan,Chelsea,40.74314,-74.00119,United States,FALSE,Strict,Private room,18,0.24,4,676,135,5,46,2003,Old Property,1946.88,12.60%
1909870,Sunny Private Room In East Village,24959188442,TRUE,Jackson,Manhattan,Gramercy,40.73158,-73.98303,United States,TRUE,Strict,Private room,132,1.62,3,"1,095",219,4,148,2004,Old Property,21286.8,40.55%
1910422,"Stunning Views! 3 Separate Bedrooms, L Train Loft",84714071950,TRUE,Ellie,Brooklyn,Williamsburg,40.70608,-73.93154,United States,FALSE,Strict,Entire home/apt,151,1.86,2,134,27,3,63,2019,Mid Age,2990.88,17.26%
1910974,"Lovely, Sunny 1-Bedroom Apt With Kitcat",15251630413,TRUE,Corina,Brooklyn,Bedford-Stuyvesant,40.68371,-73.95604,United States,TRUE,Moderate,Entire home/apt,3,0.06,4,"1,115",223,1,132,2014,Mid Age,802.8,36.16%
1911526,"Huge Mid-Century Modern, Sunny Flat W/ Amazing Cat",87907108714,FALSE,Nick,Brooklyn,Crown Heights,40.67652,-73.96140,United States,TRUE,Moderate,Private room,167,4.16,1,105,21,2,93,2019,Mid Age,5241.6,25.48%
1912079,"East Village Studio, Great Location",95501265548,FALSE,Jack,Manhattan,East Village,40.72699,-73.97969,United States,FALSE,Moderate,Entire home/apt,213,2.62,2,327,65,4,144,2011,Mid Age,10280.88,39.45%
1912631,Cozy Vintage Studio In Flushing (Close To Lga/Jfk),26864402008,TRUE,Aimée,Queens,Flushing,40.76372,-73.79201,United States,TRUE,Moderate,Shared room,2,0.08,4,902,180,5,365,2019,Mid Age,865.92,100.00%
1913183,Cozy 4 Br Brooklyn Townhouse In Clinton Hill,17401532869,TRUE,Molly,Brooklyn,Clinton Hill,40.68391,-73.96201,United States,TRUE,Moderate,Entire home/apt,12,0.15,1,"1,029",206,3,141,2013,Mid Age,1852.2,38.63%
1913736,Lovely Loft Space Near Central Park & Times Square,15484713929,TRUE,Kevin,Manhattan,Upper West Side,40.77938,-73.98247,United States,FALSE,Strict,Private room,353,4.33,3,"1,174",235,1,138,2021,New Property,61001.04,37.81%
1914288,"1 Bed Williamsburg Apt, Amazing Loc",79112732398,TRUE,Phil,Brooklyn,Williamsburg,40.71890,-73.95725,United States,FALSE,Flexible,Entire home/apt,3,0.05,1,605,121,3,285,2017,Mid Age,363,78.08%
1914840,Charming Brooklyn Abode,66741731543,TRUE,Amber,Brooklyn,Flatbush,40.64294,-73.96016,United States,FALSE,Flexible,Entire home/apt,3,0.05,2,890,178,1,365,2007,Old Property,534,100.00%
1915393,Spacious 3 Bedroom In Park Slope,7921376082,TRUE,Philippa,Brooklyn,Park Slope,40.66777,-73.97781,United States,TRUE,Moderate,Entire home/apt,4,0.05,3,"1,106",221,10,318,2009,Old Property,663.6,87.12%
1915945,"Historic Mansion, Comfortable Room",2798824879,FALSE,Emily,Brooklyn,Bedford-Stuyvesant,40.67968,-73.94715,United States,FALSE,Strict,Private room,113,1.43,5,132,26,1,319,2016,Mid Age,2265.12,87.40%
1916497,Cozy Village Apartment  Near Nyu,84923085292,TRUE,Cristiana,Manhattan,Greenwich Village,40.72863,-74.00137,United States,TRUE,Flexible,Entire home/apt,11,0.14,3,849,170,4,85,2019,Mid Age,1426.32,23.29%
1917049,"Big, Close To Subway, 3 Stops From The City",19719126508,TRUE,Dana,Queens,Astoria,40.75583,-73.91839,United States,FALSE,Flexible,Entire home/apt,17,0.31,1,50,10,3,76,2006,Old Property,186,20.82%
1917602,Sunny 2Br Penthouse - Huge Terrace,79324276516,FALSE,Boris,Manhattan,Chinatown,40.71592,-73.98980,United States,TRUE,Moderate,Entire home/apt,46,0.57,4,250,50,3,219,2012,Mid Age,1710,60.00%
1918154,Luxury Brooklyn Loft Steps To Park & Subway,51044347349,TRUE,Eric And Aoife,Brooklyn,Windsor Terrace,40.65142,-73.97601,United States,FALSE,Strict,Entire home/apt,52,0.64,4,"1,003",201,21,205,2009,Old Property,7703.04,56.16%
1918706,Soho Loft - The One,8259886959,FALSE,Philip,Manhattan,Soho,40.72408,-73.99823,United States,FALSE,Flexible,Entire home/apt,10,0.22,4,169,34,10,365,2021,New Property,446.16,100.00%
1919259,1 Private Bedroom / East Village,53600613363,FALSE,Karen,Manhattan,East Village,40.73233,-73.98695,United States,TRUE,Flexible,Private room,64,0.88,3,315,63,5,361,2013,Mid Age,3326.4,98.90%
1919811,Mitchell Manor,6863572697,FALSE,Nicole,Brooklyn,Bedford-Stuyvesant,40.67958,-73.93687,United States,TRUE,Strict,Entire home/apt,104,1.36,3,154,31,3,140,2022,New Property,2513.28,38.36%
1920363,Super Cute Upper West Side Apt!!,95892323213,FALSE,Shaina,Manhattan,Upper West Side,40.80193,-73.96703,United States,FALSE,Strict,Private room,75,0.93,5,"1,055",211,4,190,2020,New Property,11773.8,52.05%
1920916,Elegant Stuyvesant Heights Retreat,41429781772,FALSE,Mark,Brooklyn,Bedford-Stuyvesant,40.68522,-73.93557,United States,FALSE,Moderate,Entire home/apt,227,2.79,2,145,29,5,222,2007,Old Property,4854.6,60.82%
1921468,Location Moreno,17510039202,TRUE,Petya,Queens,Long Island City,40.75754,-73.93004,United States,FALSE,Flexible,Private room,13,0.16,3,948,190,30,365,2005,Old Property,1820.16,100.00%
1922020,Private Bath/Tons Of Sunlight/Safe,77129391486,FALSE,Enrique,Bronx,Allerton,40.85840,-73.86969,United States,FALSE,Flexible,Entire home/apt,189,2.32,2,544,109,2,365,2016,Mid Age,15144.96,100.00%
1922572,Cozy Soho Studio Loft Apt Bleecker,10539006956,FALSE,Sandra,Manhattan,Greenwich Village,40.72714,-73.99581,United States,FALSE,Moderate,Entire home/apt,1,0.01,5,596,119,14,138,2004,Old Property,71.52,37.81%
1923125,Room: King Size Bed + Private Bath,10119723464,TRUE,Oliver,Brooklyn,Bushwick,40.70118,-73.92826,United States,FALSE,Flexible,Private room,10,0.15,1,237,47,3,264,2012,Mid Age,426.6,72.33%
1923677,Light-Filled Prospect Height Apt.,71251929262,FALSE,Randy,Brooklyn,Prospect Heights,40.68116,-73.96559,United States,FALSE,Strict,Entire home/apt,61,0.76,2,200,40,3,109,2019,Mid Age,1824,29.86%
1924229,Clean Bright Midtown Studio By Park,91657628262,TRUE,Sara,Manhattan,Midtown,40.75982,-73.96521,United States,TRUE,Flexible,Entire home/apt,3,0.04,4,341,68,4,222,2014,Mid Age,163.68,60.82%
1924782,Your Own Private Garden Apartment,90167913402,TRUE,Tania,Brooklyn,Clinton Hill,40.68785,-73.96708,United States,TRUE,Strict,Entire home/apt,27,0.33,4,439,88,2,71,2012,Mid Age,1738.44,19.45%
1925334,Zen Holiday Getaway,24705642371,TRUE,Chanelle,Brooklyn,Bedford-Stuyvesant,40.68444,-73.95692,United States,FALSE,Flexible,Entire home/apt,1,0.02,2,56,11,7,58,2020,New Property,13.44,15.89%
1925886,Brooklyn Charm In Clinton Hill,12202123830,TRUE,Jorge,Brooklyn,Clinton Hill,40.68468,-73.96303,United States,FALSE,Moderate,Private room,32,0.4,2,437,87,4,365,2021,New Property,2097.6,100.00%
1926439,Perfect Midtown Apt E. 50Th St,32673014041,FALSE,Kiovanna,Manhattan,Midtown,40.75383,-73.96777,United States,FALSE,Moderate,Entire home/apt,22,0.33,5,995,199,6,211,2004,Old Property,3940.2,57.81%
1926991,Ues Manhattan Quiet Nest 1 Bdrm,48359277343,FALSE,Jenni,Manhattan,Upper East Side,40.77638,-73.95247,United States,FALSE,Strict,Entire home/apt,63,0.78,2,836,167,5,323,2017,Mid Age,7824.96,88.49%
1927543,"Great Location, Cozy And Quiet.",19462479998,TRUE,Pasha,Queens,Astoria,40.76361,-73.91793,United States,FALSE,Strict,Entire home/apt,15,0.19,4,169,34,5,365,2004,Old Property,385.32,100.00%
1928095,Apto 2 Bed $80 Night Per Person,74534092695,TRUE,Joao Lucas,Queens,Astoria,40.76605,-73.92922,United States,TRUE,Flexible,Private room,72,0.89,1,750,150,2,94,2013,Mid Age,8010,25.75%
1928648,"Private Oasis, En Suite Bathroom",79636059343,TRUE,Clay,Brooklyn,Bushwick,40.70022,-73.93032,United States,FALSE,Flexible,Private room,58,0.94,4,920,184,2,197,2015,Mid Age,10377.6,53.97%
1929200,Gorgeous Duplex W Riverview Terrace,31322013893,TRUE,Mariko,Manhattan,Upper West Side,40.78227,-73.98410,United States,TRUE,Moderate,Entire home/apt,9,0.12,5,411,82,3,22,2017,Mid Age,591.84,6.03%
1929752,Artist'S Jungle Suite + Private Bathroom,49469932793,TRUE,Jenny,Brooklyn,Flatbush,40.64073,-73.95832,United States,TRUE,Strict,Private room,169,3.07,5,747,149,3,39,2010,Old Property,27519.48,10.68%
1930305,"Private 2Br / East Williamsburg, Bk",21125186044,FALSE,Anthony,Brooklyn,Williamsburg,40.70369,-73.93284,United States,TRUE,Strict,Private room,2,0.03,5,761,152,3,314,2010,Old Property,273.96,86.03%
1930857,Mermaid Oasis In The Heart Of Brooklyn,2697576228,TRUE,Jenny,Brooklyn,Flatbush,40.64232,-73.95720,United States,FALSE,Flexible,Private room,66,1.16,3,646,129,3,206,2018,Mid Age,8992.32,56.44%
1931409,East Harlem Studio,39799661943,FALSE,Mariko,Manhattan,East Harlem,40.80826,-73.93401,United States,FALSE,Strict,Entire home/apt,24,0.3,1,107,21,4,124,2019,Mid Age,385.2,33.97%
1931962,1 Bedroom Apartment In Quiet Area.,8159871163,FALSE,Sabrina,Queens,Ditmars Steinway,40.77466,-73.91807,United States,FALSE,Flexible,Entire home/apt,1,0.03,4,306,61,3,253,2011,Mid Age,110.16,69.32%
1932514,Beautiful 3 Bedroom Apartment!!,26339635963,TRUE,Jenny & Jose,Brooklyn,Crown Heights,40.67679,-73.93776,United States,TRUE,Strict,Entire home/apt,108,1.33,4,183,37,8,165,2013,Mid Age,2920.68,45.21%
1933066,Art Lover'S Abode Brooklyn,59965234155,FALSE,Debbie,Brooklyn,Williamsburg,40.70745,-73.94307,United States,FALSE,Flexible,Shared room,19,0.44,1,"1,005",201,3,243,2012,Mid Age,5306.4,66.58%
1933618,Bed & Bathroom In Williamsburg Loft,91563863168,FALSE,Susan,Brooklyn,Williamsburg,40.71203,-73.95993,United States,FALSE,Moderate,Private room,91,1.18,5,84,17,2,225,2016,Mid Age,1189.44,61.64%
1934171,Big Comfy Beds & Breakfast On The Deck,50835090134,FALSE,Norman,Queens,Bayside,40.75666,-73.76314,United States,FALSE,Moderate,Entire home/apt,67,0.95,4,"1,021",204,2,317,2005,Old Property,11639.4,86.85%
1934723,"Brand New, Boutique Brooklyn Condo",76501953946,TRUE,Anna,Brooklyn,Downtown Brooklyn,40.69594,-73.98375,United States,TRUE,Strict,Entire home/apt,64,0.8,3,597,119,13,222,2020,New Property,5731.2,60.82%
1935275,"Designer Apt. In Williamsburg, Nyc",59937003666,TRUE,Ana,Brooklyn,Williamsburg,40.71988,-73.95616,United States,FALSE,Moderate,Entire home/apt,4,0.05,1,906,181,90,365,2017,Mid Age,543.6,100.00%
1935828,Adorable Midtown West Studio!,4992153625,FALSE,Caitlin,Manhattan,Hell'S Kitchen,40.75900,-73.99530,United States,TRUE,Moderate,Entire home/apt,0,0,2,"1,112",222,1,61,2010,Old Property,0,16.71%
1936380,"Sublet Lovely Room In Astoria, 3-4 Months",89208743677,FALSE,Jenna,Queens,Astoria,40.77016,-73.92316,United States,TRUE,Moderate,Private room,3,0.04,5,253,51,80,237,2014,Mid Age,121.44,64.93%
1936932,Beautiful Communal House Bushwick,672049071,FALSE,Kyla,Brooklyn,Bushwick,40.69254,-73.91092,United States,TRUE,Moderate,Private room,77,0.95,4,707,141,2,193,2011,Mid Age,8059.8,52.88%
1937485,Beautiful 1 Br In Williamsburg,3887279628,TRUE,Nathaniel,Brooklyn,Williamsburg,40.71572,-73.95574,United States,TRUE,Flexible,Entire home/apt,41,0.52,2,675,135,1,155,2005,Old Property,4212,42.47%
1938037,Studio In Chelsea,24875850665,TRUE,Lior,Manhattan,Chelsea,40.75039,-74.00287,United States,FALSE,Moderate,Entire home/apt,2,0.5,4,"1,040",208,7,85,2013,Mid Age,6240,23.29%
1938589,Gorgeous Williamsburg Apt + Balcony,66993446363,FALSE,Miki & Yacine,Brooklyn,Williamsburg,40.71435,-73.95073,United States,TRUE,Flexible,Entire home/apt,4,0.05,1,562,112,3,119,2011,Mid Age,337.2,32.60%
1939141,Gorgeous Apt. Steps From Subway,83631106404,FALSE,Amy,Manhattan,Washington Heights,40.83556,-73.94609,United States,TRUE,Strict,Private room,1,0.04,3,738,148,30,114,2017,Mid Age,354.24,31.23%
1939694,Room For Rent In East Village,93672471674,TRUE,Sasha,Manhattan,East Village,40.72439,-73.97767,United States,TRUE,Moderate,Private room,1,0.03,3,244,49,7,215,2010,Old Property,87.84,58.90%
1940246,"Bedford Loft, Williamsburg Prime",63560567381,FALSE,Ian,Brooklyn,Williamsburg,40.71790,-73.96107,United States,TRUE,Flexible,Entire home/apt,302,4.18,3,251,50,2,232,2008,Old Property,12590.16,63.56%
1940798,"Studio In Flatiron, Nyc !! ",8207961581,TRUE,Niki,Manhattan,Flatiron District,40.73997,-73.98789,United States,FALSE,Moderate,Entire home/apt,1,0.02,3,537,107,1,85,2005,Old Property,128.88,23.29%
1941351,1 Bdrm Apt-Luxury Bldg-Upper West,30129648995,TRUE,Victoria,Manhattan,Upper West Side,40.77734,-73.98770,United States,FALSE,Flexible,Entire home/apt,3,0.11,1,"1,127",225,29,138,2003,Old Property,1487.64,37.81%
1941903,Cozy 1 Br In Prospect Heights,73593564325,FALSE,Stephane & Hana,Brooklyn,Prospect Heights,40.67453,-73.96759,United States,TRUE,Flexible,Entire home/apt,13,0.16,2,"1,035",207,3,239,2022,New Property,1987.2,65.48%
1942455,3Br/3 Bath House In Astoria,49541422722,TRUE,William,Queens,Ditmars Steinway,40.78027,-73.90821,United States,TRUE,Moderate,Entire home/apt,0,0,1,712,142,28,34,2022,New Property,0,9.32%
1943008,Times Sq/Theatre Dist Studio,80222815863,TRUE,Frank,Manhattan,Hell'S Kitchen,40.76078,-73.99076,United States,TRUE,Moderate,Entire home/apt,276,3.44,5,608,122,3,304,2009,Old Property,25098.24,83.29%
1943560,"Very Large, Clean 1 Br Apartment",13101252653,TRUE,Tauheed,Manhattan,East Harlem,40.80343,-73.93514,United States,FALSE,Flexible,Entire home/apt,22,0.31,1,493,99,3,271,2008,Old Property,1833.96,74.25%
1944112,Nice Beautiful Room In The Bronx,51589747151,FALSE,Enrique,Bronx,Allerton,40.85914,-73.86979,United States,FALSE,Strict,Private room,187,2.34,4,958,192,1,313,2012,Mid Age,26900.64,85.75%
1944664,Great Spot In Brooklyn,66010807994,FALSE,Santiago,Brooklyn,Bedford-Stuyvesant,40.69407,-73.94551,United States,FALSE,Strict,Shared room,0,0,4,621,124,1,270,2021,New Property,0,73.97%
1945217,2 Beautiful Large Rooms/Fort Greene,5942403635,FALSE,Hannah,Brooklyn,Fort Greene,40.69377,-73.97009,United States,TRUE,Strict,Private room,1,0.11,4,243,49,10,22,2017,Mid Age,320.76,6.03%
1945769,Upper East Side Oasis!,65911964708,FALSE,Santina,Manhattan,Upper East Side,40.77032,-73.95331,United States,FALSE,Flexible,Private room,138,2.06,2,995,199,2,94,2015,Mid Age,24596.4,25.75%
1946321,Very Clean Bed Room In Queens Nyc,39938997082,TRUE,Weiwei,Queens,Flushing,40.75612,-73.82517,United States,TRUE,Moderate,Private room,31,0.53,4,399,80,2,245,2006,Old Property,2537.64,67.12%
1946874,Unique West Village Loft With Deck,94124688914,FALSE,Charles,Manhattan,West Village,40.73461,-74.00594,United States,FALSE,Moderate,Shared room,13,0.17,2,785,157,2,42,2018,Mid Age,1601.4,11.51%
1947426,Fantastic East Village Location!,337503784,FALSE,Michelle,Manhattan,East Village,40.72578,-73.98448,United States,TRUE,Flexible,Private room,12,0.16,1,52,10,4,25,2018,Mid Age,99.84,6.85%
1947978,New-York Family Friendly 2Bdr/2Bath,14917334703,FALSE,Marie,Manhattan,Harlem,40.81381,-73.94314,United States,FALSE,Flexible,Entire home/apt,97,1.25,1,860,172,4,178,2007,Old Property,12900,48.77%
1948531,Cozy Room In Artistic Brownstone,96127476228,FALSE,Karl & Catherine,Queens,Long Island City,40.74527,-73.94629,United States,TRUE,Moderate,Private room,153,1.89,3,465,93,1,164,2014,Mid Age,10546.2,44.93%
1949083,Large One Bedroom In Heart Of North Williamsburg,38144229841,TRUE,Sean,Brooklyn,Williamsburg,40.71813,-73.96060,United States,TRUE,Strict,Entire home/apt,72,0.91,5,742,148,5,96,2004,Old Property,8102.64,26.30%
1949635,Xl 2 Bedroom Loft In The Heart Of Williamsburg,93631117409,FALSE,Jennifer,Brooklyn,Williamsburg,40.71606,-73.95527,United States,TRUE,Moderate,Entire home/apt,72,0.95,5,"1,123",225,2,0,2008,Old Property,12802.2,0.00%
1950187,Cozy Quiet Sunny 1Br Ditmas Park Close To Train,51649845838,FALSE,Nataliya,Brooklyn,Flatbush,40.64047,-73.96388,United States,TRUE,Strict,Entire home/apt,52,0.65,4,279,56,5,125,2005,Old Property,2176.2,34.25%
1950740,Gorgeous Brooklyn Getaway,38765869495,FALSE,Aziza,Brooklyn,Bedford-Stuyvesant,40.69530,-73.95832,United States,TRUE,Strict,Private room,28,0.36,5,215,43,1,104,2013,Mid Age,928.8,28.49%
1951292,Family Friendly Room & Bathroom On Central Park W,442135823,TRUE,Keenan & Emily,Manhattan,Upper West Side,40.79767,-73.96114,United States,TRUE,Strict,Private room,2,0.02,1,252,50,3,207,2009,Old Property,60.48,56.71%
